"veg_type"	"x"	"y"	"z"	"leaf_area"	"nitro"
0	-10.67	6.64363637	145.77941666	0.00378663366906359	0.5
0	-10.67	7.10727274	146.24583332	0.000819825269322154	0.5
0	-10.67	7.10727274	146.71224998	0.0115983160189443	0.5
0	-10.67	7.57090911	146.24583332	0.000151307122622013	0.5
0	-10.67	8.03454548	145.77941666	0.000792812939448212	0.5
0	-10.67	8.03454548	146.24583332	0.00334743476133245	0.5
0	-10.67	8.03454548	146.71224998	0.0101597666706771	0.5
0	-10.67	8.03454548	147.17866664	0.000450769576831414	0.5
0	-10.67	8.49818185	145.313	0.0100313258977761	0.5
0	-10.67	8.49818185	146.24583332	0.0437788851419947	0.5
0	-10.67	8.49818185	146.71224998	0.0789634284154432	0.5
0	-10.67	8.49818185	147.17866664	0.0464512866449581	0.5
0	-10.67	8.49818185	147.6450833	0.0110955736194815	0.5
0	-10.67	8.96181822	145.313	9.28614942416662e-06	0.5
0	-10.67	8.96181822	146.24583332	0.0386107939636065	0.5
0	-10.67	8.96181822	146.71224998	0.0508508273289766	0.5
0	-10.67	8.96181822	147.17866664	0.0789276376071842	0.5
0	-10.67	8.96181822	147.6450833	0.0175089607039063	0.5
0	-10.67	8.96181822	148.11149996	4.24116847276858e-05	0.5
0	-10.67	9.42545459	146.71224998	0.0117002944389304	0.5
0	-10.67	9.42545459	147.17866664	0.0017070438690894	0.5
0	-10.67	9.42545459	147.6450833	0.00291170493903539	0.5
0	-10.67	9.88909096	146.71224998	0.00119721522803868	0.5
0	-10.67	9.88909096	147.17866664	0.00837974508971209	0.5
0	-10.67	9.88909096	147.6450833	0.000274755796971527	0.5
0	-10.67	10.35272733	147.17866664	0.00432704949022215	0.5
0	-10.18090908	6.18	146.24583332	0.00645780830034909	0.5
0	-10.18090908	6.18	146.71224998	0.00572358906000098	0.5
0	-10.18090908	6.64363637	145.77941666	0.0448445289590577	0.5
0	-10.18090908	6.64363637	146.24583332	0.0877142175758826	0.5
0	-10.18090908	6.64363637	146.71224998	0.0832539890497275	0.5
0	-10.18090908	6.64363637	147.17866664	0.00062075476310158	0.5
0	-10.18090908	7.10727274	145.77941666	0.00152718025051608	0.5
0	-10.18090908	7.10727274	146.24583332	0.146785635123803	0.5
0	-10.18090908	7.10727274	146.71224998	0.129154431464265	0.5
0	-10.18090908	7.10727274	147.17866664	0.0448851849481084	0.5
0	-10.18090908	7.10727274	147.6450833	0.000208356655644741	0.5
0	-10.18090908	7.10727274	148.11149996	0.000756218318710608	0.5
0	-10.18090908	7.57090911	146.24583332	0.00211681900951071	0.5
0	-10.18090908	7.57090911	146.71224998	0.00437999534901188	0.5
0	-10.18090908	7.57090911	147.17866664	0.0107170837068468	0.5
0	-10.18090908	7.57090911	147.6450833	0.00889551771251267	0.5
0	-10.18090908	7.57090911	148.11149996	0.0725765459898531	0.5
0	-10.18090908	7.57090911	148.57791662	0.0257926502024222	0.5
0	-10.18090908	8.03454548	145.77941666	0.00578620182149422	0.5
0	-10.18090908	8.03454548	146.24583332	0.0415877980900506	0.5
0	-10.18090908	8.03454548	146.71224998	0.0274494980975171	0.5
0	-10.18090908	8.03454548	147.17866664	0.0497234380217789	0.5
0	-10.18090908	8.03454548	147.6450833	0.0375515594934126	0.5
0	-10.18090908	8.03454548	148.11149996	0.0695406943287894	0.5
0	-10.18090908	8.03454548	148.57791662	0.0163052726701186	0.5
0	-10.18090908	8.49818185	145.313	0.00435827125912892	0.5
0	-10.18090908	8.49818185	145.77941666	0.0140930749641306	0.5
0	-10.18090908	8.49818185	146.24583332	0.305840621615486	0.5
0	-10.18090908	8.49818185	146.71224998	0.237777080786897	0.5
0	-10.18090908	8.49818185	147.17866664	0.0743844894779705	0.5
0	-10.18090908	8.49818185	147.6450833	0.0958160550775885	0.5
0	-10.18090908	8.49818185	148.11149996	0.0425614476842305	0.5
0	-10.18090908	8.49818185	148.57791662	0.00707572856681551	0.5
0	-10.18090908	8.49818185	149.04433328	0.000659105079516191	0.5
0	-10.18090908	8.96181822	145.77941666	0.00934013177799458	0.5
0	-10.18090908	8.96181822	146.24583332	0.0535501565499741	0.5
0	-10.18090908	8.96181822	146.71224998	0.0844502312416079	0.5
0	-10.18090908	8.96181822	147.17866664	0.118413614136338	0.5
0	-10.18090908	8.96181822	147.6450833	0.0456146870783845	0.5
0	-10.18090908	8.96181822	148.11149996	0.0195909196353964	0.5
0	-10.18090908	8.96181822	149.04433328	7.60237381103755e-05	0.5
0	-10.18090908	9.42545459	145.77941666	4.47596632836824e-05	0.5
0	-10.18090908	9.42545459	146.24583332	0.00827332454813354	0.5
0	-10.18090908	9.42545459	146.71224998	0.00753973989658434	0.5
0	-10.18090908	9.42545459	147.17866664	0.0124231968456978	0.5
0	-10.18090908	9.42545459	147.6450833	0.00999447744151889	0.5
0	-10.18090908	9.42545459	148.11149996	0.0248850613022096	0.5
0	-10.18090908	9.88909096	145.77941666	0.00180339560172511	0.5
0	-10.18090908	9.88909096	146.24583332	0.0159909608380146	0.5
0	-10.18090908	9.88909096	146.71224998	0.0221309882208255	0.5
0	-10.18090908	9.88909096	147.17866664	0.0373004738586407	0.5
0	-10.18090908	9.88909096	147.6450833	0.0223643899810675	0.5
0	-10.18090908	10.35272733	145.77941666	0.000144792010953122	0.5
0	-10.18090908	10.35272733	146.24583332	0.00919853386399601	0.5
0	-10.18090908	10.35272733	146.71224998	0.00690018015207483	0.5
0	-10.18090908	10.35272733	147.17866664	0.00796616241649727	0.5
0	-10.18090908	10.8163637	146.24583332	0.000412525025216623	0.5
0	-10.18090908	10.8163637	146.71224998	3.33370649031585e-05	0.5
0	-9.69181816	6.18	145.77941666	1.74723449302087e-05	0.5
0	-9.69181816	6.18	146.24583332	0.0548627400216561	0.5
0	-9.69181816	6.18	146.71224998	0.0267420373515234	0.5
0	-9.69181816	6.18	147.17866664	0.00850450524757937	0.5
0	-9.69181816	6.64363637	145.77941666	0.0449756138519542	0.5
0	-9.69181816	6.64363637	146.24583332	0.265296679793735	0.5
0	-9.69181816	6.64363637	146.71224998	0.182691642402741	0.5
0	-9.69181816	6.64363637	147.17866664	0.0711974787650045	0.5
0	-9.69181816	6.64363637	147.6450833	0.0300368223955056	0.5
0	-9.69181816	6.64363637	148.11149996	8.39772510568143e-06	0.5
0	-9.69181816	7.10727274	145.77941666	0.0808282099069836	0.5
0	-9.69181816	7.10727274	146.24583332	0.311054551258115	0.5
0	-9.69181816	7.10727274	146.71224998	0.0866983889795346	0.5
0	-9.69181816	7.10727274	147.17866664	0.0902844079763003	0.5
0	-9.69181816	7.10727274	147.6450833	0.0426498670568797	0.5
0	-9.69181816	7.10727274	148.11149996	0.0949435589379562	0.5
0	-9.69181816	7.10727274	148.57791662	0.0131469665238237	0.5
0	-9.69181816	7.57090911	145.77941666	0.0727406506532533	0.5
0	-9.69181816	7.57090911	146.24583332	0.0295540060843289	0.5
0	-9.69181816	7.57090911	146.71224998	0.0175312559237083	0.5
0	-9.69181816	7.57090911	147.17866664	0.0604727376866508	0.5
0	-9.69181816	7.57090911	147.6450833	0.0796463517278787	0.5
0	-9.69181816	7.57090911	148.11149996	0.101457676417729	0.5
0	-9.69181816	7.57090911	148.57791662	0.0910112871395409	0.5
0	-9.69181816	7.57090911	149.04433328	0.0154635752401938	0.5
0	-9.69181816	8.03454548	145.77941666	0.0135871807736331	0.5
0	-9.69181816	8.03454548	146.24583332	0.0839514021397384	0.5
0	-9.69181816	8.03454548	146.71224998	0.0387730794724498	0.5
0	-9.69181816	8.03454548	147.17866664	0.055765442588117	0.5
0	-9.69181816	8.03454548	147.6450833	0.0354255177933576	0.5
0	-9.69181816	8.03454548	148.11149996	0.0602973373426298	0.5
0	-9.69181816	8.03454548	148.57791662	0.0603498812951803	0.5
0	-9.69181816	8.03454548	149.04433328	0.00942531474776934	0.5
0	-9.69181816	8.03454548	149.51074994	0.00402866583697091	0.5
0	-9.69181816	8.49818185	145.77941666	0.0108743771171386	0.5
0	-9.69181816	8.49818185	146.24583332	0.195859338827329	0.5
0	-9.69181816	8.49818185	146.71224998	0.107378241840914	0.5
0	-9.69181816	8.49818185	147.17866664	0.0571001309029612	0.5
0	-9.69181816	8.49818185	147.6450833	0.0212959539732893	0.5
0	-9.69181816	8.49818185	148.11149996	0.00796212220114416	0.5
0	-9.69181816	8.49818185	148.57791662	0.0107542283045435	0.5
0	-9.69181816	8.49818185	149.04433328	0.0241721219395852	0.5
0	-9.69181816	8.49818185	149.51074994	0.00992761293507289	0.5
0	-9.69181816	8.49818185	149.9771666	0.00158097222770436	0.5
0	-9.69181816	8.96181822	145.77941666	0.0211662863287104	0.5
0	-9.69181816	8.96181822	146.24583332	0.0576309644332561	0.5
0	-9.69181816	8.96181822	146.71224998	0.0879107708798675	0.5
0	-9.69181816	8.96181822	147.17866664	0.0640226062748381	0.5
0	-9.69181816	8.96181822	147.6450833	0.0280591687095976	0.5
0	-9.69181816	8.96181822	148.11149996	0.00216576695886725	0.5
