"veg_type"	"x"	"y"	"z"	"leaf_area"	"nitro"
0	-9.69181816	8.96181822	148.57791662	0.00985326028079967	0.5
0	-9.69181816	8.96181822	149.04433328	0.00183248092167552	0.5
0	-9.69181816	8.96181822	149.51074994	0.00479962776877638	0.5
0	-9.69181816	8.96181822	149.9771666	0.00290053617617443	0.5
0	-9.69181816	9.42545459	145.77941666	0.0511941187162313	0.5
0	-9.69181816	9.42545459	146.24583332	0.0259724926680355	0.5
0	-9.69181816	9.42545459	146.71224998	0.0427598624486922	0.5
0	-9.69181816	9.42545459	147.17866664	0.0273646747280618	0.5
0	-9.69181816	9.42545459	147.6450833	0.0269098437829173	0.5
0	-9.69181816	9.42545459	148.11149996	0.0369051673428347	0.5
0	-9.69181816	9.42545459	148.57791662	0.00541005988741556	0.5
0	-9.69181816	9.42545459	149.04433328	0.000507734498014286	0.5
0	-9.69181816	9.42545459	149.51074994	0.000864436861886089	0.5
0	-9.69181816	9.88909096	145.77941666	0.104027464911908	0.5
0	-9.69181816	9.88909096	146.24583332	0.134825434265795	0.5
0	-9.69181816	9.88909096	146.71224998	0.0150510713679371	0.5
0	-9.69181816	9.88909096	147.17866664	0.0675133523399262	0.5
0	-9.69181816	9.88909096	147.6450833	0.057443972267175	0.5
0	-9.69181816	9.88909096	148.11149996	0.00184519385061385	0.5
0	-9.69181816	10.35272733	145.77941666	0.0185529861958862	0.5
0	-9.69181816	10.35272733	146.24583332	0.226631522723021	0.5
0	-9.69181816	10.35272733	146.71224998	0.0930290045316206	0.5
0	-9.69181816	10.35272733	147.17866664	0.00582920578910089	0.5
0	-9.69181816	10.35272733	147.6450833	0.00138490544179866	0.5
0	-9.69181816	10.8163637	145.77941666	0.00103759499215085	0.5
0	-9.69181816	10.8163637	146.24583332	0.0246911732711802	0.5
0	-9.69181816	10.8163637	146.71224998	0.13916851769967	0.5
0	-9.69181816	10.8163637	147.17866664	0.00184692839333089	0.5
0	-9.20272724	6.18	146.24583332	0.00467057356003642	0.5
0	-9.20272724	6.18	146.71224998	0.0774457246909909	0.5
0	-9.20272724	6.18	147.17866664	0.102526281649187	0.5
0	-9.20272724	6.18	147.6450833	0.00852273909906828	0.5
0	-9.20272724	6.64363637	145.77941666	0.00345436297395013	0.5
0	-9.20272724	6.64363637	146.24583332	0.0383570219029192	0.5
0	-9.20272724	6.64363637	146.71224998	0.400411253869278	0.5
0	-9.20272724	6.64363637	147.17866664	0.204408921032592	0.5
0	-9.20272724	6.64363637	147.6450833	0.0346508329405985	0.5
0	-9.20272724	6.64363637	148.11149996	0.0138064523566193	0.5
0	-9.20272724	7.10727274	145.77941666	0.045238460532466	0.5
0	-9.20272724	7.10727274	146.24583332	0.0906578846374235	0.5
0	-9.20272724	7.10727274	146.71224998	0.106200825783402	0.5
0	-9.20272724	7.10727274	147.17866664	0.018974797370527	0.5
0	-9.20272724	7.10727274	147.6450833	0.0917240572784856	0.5
0	-9.20272724	7.10727274	148.11149996	0.14747907145734	0.5
0	-9.20272724	7.10727274	148.57791662	0.0529516758537146	0.5
0	-9.20272724	7.10727274	149.04433328	0.000607153409844771	0.5
0	-9.20272724	7.57090911	145.77941666	0.120744141500365	0.5
0	-9.20272724	7.57090911	146.24583332	0.0875576856721495	0.5
0	-9.20272724	7.57090911	146.71224998	0.0112420578672317	0.5
0	-9.20272724	7.57090911	147.17866664	0.0188260709090206	0.5
0	-9.20272724	7.57090911	147.6450833	0.0267466698497555	0.5
0	-9.20272724	7.57090911	148.11149996	0.118668486150944	0.5
0	-9.20272724	7.57090911	148.57791662	0.102795368452888	0.5
0	-9.20272724	7.57090911	149.04433328	0.112652161278002	0.5
0	-9.20272724	7.57090911	149.51074994	0.0127326223440502	0.5
0	-9.20272724	8.03454548	145.77941666	0.0931266254418542	0.5
0	-9.20272724	8.03454548	146.24583332	0.0610615937861267	0.5
0	-9.20272724	8.03454548	146.71224998	0.0273947753900905	0.5
0	-9.20272724	8.03454548	147.17866664	0.00793455989431115	0.5
0	-9.20272724	8.03454548	147.6450833	0.0195936060613119	0.5
0	-9.20272724	8.03454548	148.11149996	0.0223900696744637	0.5
0	-9.20272724	8.03454548	148.57791662	0.00771120579005199	0.5
0	-9.20272724	8.03454548	149.04433328	0.00685743001998772	0.5
0	-9.20272724	8.03454548	149.51074994	0.0325756641092568	0.5
0	-9.20272724	8.03454548	149.9771666	0.00197661719086976	0.5
0	-9.20272724	8.03454548	150.44358326	0.00272752611662942	0.5
0	-9.20272724	8.49818185	145.77941666	0.0412400434282435	0.5
0	-9.20272724	8.49818185	146.24583332	0.119475175432128	0.5
0	-9.20272724	8.49818185	146.71224998	0.0265876630497066	0.5
0	-9.20272724	8.49818185	147.17866664	0.0012690506800762	0.5
0	-9.20272724	8.49818185	147.6450833	0.0103605294136947	0.5
0	-9.20272724	8.49818185	148.11149996	0.000337664699904264	0.5
0	-9.20272724	8.49818185	148.57791662	0.000343650987574057	0.5
0	-9.20272724	8.49818185	149.04433328	0.00311426568365001	0.5
0	-9.20272724	8.49818185	149.51074994	0.0221110198266195	0.5
0	-9.20272724	8.49818185	149.9771666	0.0691622467220747	0.5
0	-9.20272724	8.49818185	150.44358326	0.0382044032967795	0.5
0	-9.20272724	8.96181822	145.77941666	0.101002316648586	0.5
0	-9.20272724	8.96181822	146.24583332	0.060405132826606	0.5
0	-9.20272724	8.96181822	146.71224998	0.0407880469797342	0.5
0	-9.20272724	8.96181822	147.17866664	0.00113741581022065	0.5
0	-9.20272724	8.96181822	147.6450833	0.00322880896185471	0.5
0	-9.20272724	8.96181822	148.57791662	3.50716076202011e-05	0.5
0	-9.20272724	8.96181822	149.04433328	0.00284395200827091	0.5
0	-9.20272724	8.96181822	149.51074994	0.00964574974355348	0.5
0	-9.20272724	8.96181822	149.9771666	0.0218980518257027	0.5
0	-9.20272724	8.96181822	150.44358326	0.00876257135913935	0.5
0	-9.20272724	9.42545459	145.313	0.0294092775322556	0.5
0	-9.20272724	9.42545459	145.77941666	0.233075243152034	0.5
0	-9.20272724	9.42545459	146.24583332	0.133349867237591	0.5
0	-9.20272724	9.42545459	146.71224998	0.0579888936688059	0.5
0	-9.20272724	9.42545459	147.17866664	0.0476354293437391	0.5
0	-9.20272724	9.42545459	147.6450833	0.0432589665390412	0.5
0	-9.20272724	9.42545459	148.11149996	0.00914186508425264	0.5
0	-9.20272724	9.42545459	148.57791662	0.018547232590776	0.5
0	-9.20272724	9.42545459	149.04433328	0.0606650603986428	0.5
0	-9.20272724	9.42545459	149.51074994	0.0544834039906229	0.5
0	-9.20272724	9.42545459	149.9771666	0.0804242518305524	0.5
0	-9.20272724	9.42545459	150.44358326	0.000144368951753843	0.5
0	-9.20272724	9.88909096	145.77941666	0.0821362666452333	0.5
0	-9.20272724	9.88909096	146.24583332	0.174169918645751	0.5
0	-9.20272724	9.88909096	146.71224998	0.0322329226989612	0.5
0	-9.20272724	9.88909096	147.17866664	0.156490549696375	0.5
0	-9.20272724	9.88909096	147.6450833	0.0979395584224479	0.5
0	-9.20272724	9.88909096	148.11149996	0.0615315914035654	0.5
0	-9.20272724	9.88909096	148.57791662	0.0065232555584775	0.5
0	-9.20272724	9.88909096	149.04433328	0.0399581317485093	0.5
0	-9.20272724	9.88909096	149.51074994	0.0159671426050952	0.5
0	-9.20272724	10.35272733	145.77941666	0.0133745300671157	0.5
0	-9.20272724	10.35272733	146.24583332	0.203295154231611	0.5
0	-9.20272724	10.35272733	146.71224998	0.0850279397311828	0.5
0	-9.20272724	10.35272733	147.17866664	0.0520849756251124	0.5
0	-9.20272724	10.35272733	147.6450833	0.0150045348560165	0.5
0	-9.20272724	10.35272733	148.11149996	0.0201740221297622	0.5
0	-9.20272724	10.35272733	148.57791662	0.00373387818691354	0.5
0	-9.20272724	10.8163637	146.24583332	0.000299377842369545	0.5
0	-9.20272724	10.8163637	146.71224998	0.0113592452654319	0.5
0	-9.20272724	10.8163637	147.17866664	0.0024163449226	0.5
0	-8.71363632	6.18	146.71224998	0.0651670660207267	0.5
0	-8.71363632	6.18	147.17866664	0.0243177600689369	0.5
0	-8.71363632	6.18	147.6450833	0.0303219219898995	0.5
0	-8.71363632	6.18	148.11149996	8.65156062524863e-06	0.5
0	-8.71363632	6.64363637	145.313	0.00329057560494939	0.5
0	-8.71363632	6.64363637	145.77941666	0.000294216520138345	0.5
0	-8.71363632	6.64363637	146.24583332	0.00828151074363959	0.5
0	-8.71363632	6.64363637	146.71224998	0.105794160128095	0.5
0	-8.71363632	6.64363637	147.17866664	0.167694955294871	0.5
0	-8.71363632	6.64363637	147.6450833	0.143347073410946	0.5
0	-8.71363632	6.64363637	148.11149996	0.0777162287430097	0.5
0	-8.71363632	6.64363637	148.57791662	0.0158093626767242	0.5
0	-8.71363632	7.10727274	145.313	0.0395580869696714	0.5
0	-8.71363632	7.10727274	145.77941666	0.0464416832011345	0.5
0	-8.71363632	7.10727274	146.24583332	0.0453574247793032	0.5
0	-8.71363632	7.10727274	146.71224998	0.113316681515269	0.5
0	-8.71363632	7.10727274	147.17866664	0.046138730508531	0.5
0	-8.71363632	7.10727274	147.6450833	0.0408912945773182	0.5
0	-8.71363632	7.10727274	148.11149996	0.11312266656648	0.5
0	-8.71363632	7.10727274	148.57791662	0.130087784669713	0.5
0	-8.71363632	7.10727274	149.04433328	0.0287836364354024	0.5
0	-8.71363632	7.57090911	145.77941666	0.0265153622325499	0.5
0	-8.71363632	7.57090911	146.24583332	0.0496724382353059	0.5
0	-8.71363632	7.57090911	146.71224998	0.00780341154253477	0.5
0	-8.71363632	7.57090911	147.6450833	0.00851745085907729	0.5
0	-8.71363632	7.57090911	148.11149996	0.00981378885750697	0.5
0	-8.71363632	7.57090911	148.57791662	0.0541858241498503	0.5
0	-8.71363632	7.57090911	149.04433328	0.0743486986697115	0.5
0	-8.71363632	7.57090911	149.51074994	0.0377174198524898	0.5
0	-8.71363632	7.57090911	149.9771666	0.008194466313388	0.5
0	-8.71363632	8.03454548	145.313	0.013817155754361	0.5
0	-8.71363632	8.03454548	145.77941666	0.0110394125107772	0.5
0	-8.71363632	8.03454548	146.24583332	0.0369251145840807	0.5
0	-8.71363632	8.03454548	146.71224998	0.0111283607074256	0.5
0	-8.71363632	8.03454548	147.17866664	0.000178298299535992	0.5
0	-8.71363632	8.03454548	148.11149996	0.00199013393228672	0.5
0	-8.71363632	8.03454548	148.57791662	0.00211834202262811	0.5
0	-8.71363632	8.03454548	149.04433328	0.0170705444556938	0.5
0	-8.71363632	8.03454548	149.51074994	0.0459244510240964	0.5
0	-8.71363632	8.03454548	149.9771666	0.155933296119085	0.5
0	-8.71363632	8.03454548	150.44358326	0.0477094647036128	0.5
0	-8.71363632	8.49818185	145.313	0.0417674078731043	0.5
0	-8.71363632	8.49818185	145.77941666	0.104443057116319	0.5
0	-8.71363632	8.49818185	146.24583332	0.0441196593270136	0.5
0	-8.71363632	8.49818185	146.71224998	0.0110958063020411	0.5
0	-8.71363632	8.49818185	147.17866664	0.0217622075168143	0.5
0	-8.71363632	8.49818185	148.11149996	0.0001743638489827	0.5
0	-8.71363632	8.49818185	148.57791662	0.00127410623750758	0.5
0	-8.71363632	8.49818185	149.04433328	0.000248779962135817	0.5
0	-8.71363632	8.49818185	149.51074994	0.00622123359611247	0.5
0	-8.71363632	8.49818185	149.9771666	0.0690163124512835	0.5
0	-8.71363632	8.49818185	150.44358326	0.124872099331406	0.5
0	-8.71363632	8.96181822	145.313	0.105988894277523	0.5
0	-8.71363632	8.96181822	145.77941666	0.126901260474827	0.5
0	-8.71363632	8.96181822	146.24583332	0.0598865045542103	0.5
0	-8.71363632	8.96181822	146.71224998	0.011959164362969	0.5
0	-8.71363632	8.96181822	147.17866664	0.00418430931638553	0.5
0	-8.71363632	8.96181822	147.6450833	0.000197674410862955	0.5
0	-8.71363632	8.96181822	148.11149996	0.00439245444243063	0.5
0	-8.71363632	8.96181822	148.57791662	0.00266781131065124	0.5
0	-8.71363632	8.96181822	149.04433328	0.00851499711572148	0.5
0	-8.71363632	8.96181822	149.51074994	0.019580047013975	0.5
0	-8.71363632	8.96181822	149.9771666	0.0554226165659815	0.5
0	-8.71363632	8.96181822	150.44358326	0.147043933917922	0.5
0	-8.71363632	9.42545459	145.313	0.0494594067755091	0.5
0	-8.71363632	9.42545459	145.77941666	0.0607345901780443	0.5
0	-8.71363632	9.42545459	146.24583332	0.0193207117248172	0.5
0	-8.71363632	9.42545459	146.71224998	0.0265613064615916	0.5
0	-8.71363632	9.42545459	147.17866664	0.117459615641965	0.5
0	-8.71363632	9.42545459	147.6450833	0.0361741210464812	0.5
0	-8.71363632	9.42545459	148.11149996	0.000453498308666761	0.5
0	-8.71363632	9.42545459	148.57791662	0.0525152691366987	0.5
0	-8.71363632	9.42545459	149.04433328	0.0708983547581545	0.5
0	-8.71363632	9.42545459	149.51074994	0.116620393108356	0.5
0	-8.71363632	9.42545459	149.9771666	0.054950186358147	0.5
0	-8.71363632	9.88909096	145.313	3.50081487403092e-05	0.5
0	-8.71363632	9.88909096	146.24583332	0.00257029616521751	0.5
0	-8.71363632	9.88909096	146.71224998	0.019843930189525	0.5
0	-8.71363632	9.88909096	147.17866664	0.105446828525488	0.5
0	-8.71363632	9.88909096	147.6450833	0.170605391056309	0.5
0	-8.71363632	9.88909096	148.11149996	0.0442920136447998	0.5
0	-8.71363632	9.88909096	148.57791662	0.0383195600108231	0.5
0	-8.71363632	9.88909096	149.04433328	0.0793264132084243	0.5
0	-8.71363632	9.88909096	149.51074994	0.0140464115344501	0.5
0	-8.71363632	9.88909096	149.9771666	0.0160769476202679	0.5
0	-8.71363632	10.35272733	146.24583332	0.00764163370473061	0.5
0	-8.71363632	10.35272733	146.71224998	0.00335519789763921	0.5
0	-8.71363632	10.35272733	147.17866664	0.0144338279961896	0.5
0	-8.71363632	10.35272733	147.6450833	0.114242144666651	0.5
0	-8.71363632	10.35272733	148.11149996	0.0734881116465389	0.5
0	-8.71363632	10.35272733	148.57791662	0.00171977795098769	0.5
0	-8.71363632	10.8163637	146.24583332	0.000529416281977317	0.5
0	-8.71363632	10.8163637	147.6450833	0.00267807049623375	0.5
0	-8.71363632	10.8163637	148.11149996	3.25967113044209e-05	0.5
0	-8.2245454	6.18	146.24583332	0.0239415969818983	0.5
0	-8.2245454	6.18	146.71224998	0.0284025024027722	0.5
0	-8.2245454	6.18	147.17866664	0.0226686964631087	0.5
0	-8.2245454	6.18	147.6450833	0.00528568048282763	0.5
0	-8.2245454	6.64363637	145.77941666	0.0145525595604671	0.5
0	-8.2245454	6.64363637	146.24583332	0.192557996365758	0.5
0	-8.2245454	6.64363637	146.71224998	0.175077169098604	0.5
0	-8.2245454	6.64363637	147.17866664	0.166468633593922	0.5
0	-8.2245454	6.64363637	147.6450833	0.137376946602565	0.5
0	-8.2245454	6.64363637	148.11149996	0.0364301564738847	0.5
0	-8.2245454	6.64363637	148.57791662	0.00452891218715796	0.5
0	-8.2245454	7.10727274	145.77941666	0.00220845363207447	0.5
0	-8.2245454	7.10727274	146.24583332	0.110174176630067	0.5
0	-8.2245454	7.10727274	146.71224998	0.0606250178454311	0.5
0	-8.2245454	7.10727274	147.17866664	0.0729476323665004	0.5
0	-8.2245454	7.10727274	147.6450833	0.0368417507688629	0.5
0	-8.2245454	7.10727274	148.11149996	0.0861827009685739	0.5
0	-8.2245454	7.10727274	148.57791662	0.0447973155524182	0.5
0	-8.2245454	7.10727274	149.04433328	0.0127185556256742	0.5
0	-8.2245454	7.57090911	145.77941666	0.0253576395807639	0.5
0	-8.2245454	7.57090911	146.24583332	0.126859589143698	0.5
0	-8.2245454	7.57090911	146.71224998	0.0188568484657681	0.5
0	-8.2245454	7.57090911	147.17866664	0.0361479759879658	0.5
0	-8.2245454	7.57090911	147.6450833	0.00234689975503841	0.5
0	-8.2245454	7.57090911	148.11149996	0.0131984739813359	0.5
0	-8.2245454	7.57090911	148.57791662	0.0461500896480316	0.5
0	-8.2245454	7.57090911	149.04433328	0.0975988688492688	0.5
0	-8.2245454	7.57090911	149.51074994	0.0506047549457162	0.5
0	-8.2245454	8.03454548	145.313	0.0479400108142597	0.5
0	-8.2245454	8.03454548	145.77941666	0.108424213405211	0.5
0	-8.2245454	8.03454548	146.24583332	0.0271767095258223	0.5
0	-8.2245454	8.03454548	146.71224998	0.0617357597731372	0.5
0	-8.2245454	8.03454548	147.17866664	0.0229609246050104	0.5
0	-8.2245454	8.03454548	148.57791662	0.0018439881318959	0.5
0	-8.2245454	8.03454548	149.04433328	0.019487968179252	0.5
0	-8.2245454	8.03454548	149.51074994	0.0547435853981793	0.5
0	-8.2245454	8.03454548	149.9771666	0.0103995566248282	0.5
0	-8.2245454	8.03454548	150.44358326	0.0339625156233721	0.5
0	-8.2245454	8.49818185	145.313	0.225463815874132	0.5
0	-8.2245454	8.49818185	145.77941666	0.212886985080216	0.5
0	-8.2245454	8.49818185	146.24583332	0.0893067816256472	0.5
0	-8.2245454	8.49818185	146.71224998	0.187963848450072	0.5
0	-8.2245454	8.49818185	147.17866664	0.0452388624387053	0.5
0	-8.2245454	8.49818185	148.57791662	0.000537412100843684	0.5
0	-8.2245454	8.49818185	149.04433328	0.00413318261215271	0.5
0	-8.2245454	8.49818185	149.51074994	0.0492504789899453	0.5
0	-8.2245454	8.49818185	149.9771666	0.0957278683874989	0.5
0	-8.2245454	8.49818185	150.44358326	0.0479233422818082	0.5
0	-8.2245454	8.96181822	145.313	0.454758834703972	0.5
0	-8.2245454	8.96181822	145.77941666	0.230311672391626	0.5
0	-8.2245454	8.96181822	146.24583332	0.127360237400124	0.5
0	-8.2245454	8.96181822	146.71224998	0.0290382757674482	0.5
0	-8.2245454	8.96181822	147.17866664	0.00566074361594813	0.5
0	-8.2245454	8.96181822	147.6450833	6.05820773367043e-05	0.5
0	-8.2245454	8.96181822	148.11149996	0.00154659866776297	0.5
0	-8.2245454	8.96181822	148.57791662	0.00477593645361677	0.5
0	-8.2245454	8.96181822	149.04433328	0.0373874971359323	0.5
0	-8.2245454	8.96181822	149.51074994	0.0671318375540167	0.5
0	-8.2245454	8.96181822	149.9771666	0.0976523223790976	0.5
0	-8.2245454	8.96181822	150.44358326	0.0217731435971156	0.5
0	-8.2245454	9.42545459	145.313	0.0588607552196393	0.5
0	-8.2245454	9.42545459	145.77941666	0.0364976344161696	0.5
0	-8.2245454	9.42545459	146.24583332	0.0132270727832071	0.5
0	-8.2245454	9.42545459	146.71224998	8.59021704135322e-05	0.5
0	-8.2245454	9.42545459	147.17866664	0.00472263099450766	0.5
0	-8.2245454	9.42545459	147.6450833	0.0129593609219036	0.5
0	-8.2245454	9.42545459	148.11149996	0.00847197199515484	0.5
0	-8.2245454	9.42545459	148.57791662	0.0624201637927703	0.5
